DateTime,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
2022-11-03 21:00:00,5,1200,5.92,37.63,0.18,8.09,118.5,147,8.74
2022-11-03 22:00:00,5,974,1.81,28.75,1.56,7.5,109.75,133.5,7.47
2022-11-03 23:00:00,5,866,0.54,23.94,4.95,7.27,105.25,125.75,5.7
2022-11-04 00:00:00,5,800,0.31,22.56,8.13,7.2,102,120.25,4.43
2022-11-04 01:00:00,5,786,0.58,25,7.86,6.91,97.5,116.25,8.61
2022-11-04 02:00:00,5,988,4.47,37,3.57,10.47,104,126.25,11.27
2022-11-04 03:00:00,5,1320,20.75,44.5,10.44,15.47,116.25,143.5,13.43
2022-11-04 04:00:00,5,1388,23.88,48.63,26.81,18.56,116.75,143,12.92
2022-11-04 05:00:00,5,1440,18.75,53.38,52.13,20.25,123.5,152,11.53
2022-11-04 06:00:00,5,1440,9.81,53.38,111.5,21.44,141,172,9.63
2022-11-04 07:00:00,5,674,1.93,17.63,168.5,19.75,91.75,107,5.7
2022-11-04 08:00:00,5,507,1.05,10.88,183,18.31,78.25,90,4.56
2022-11-04 09:00:00,5,473,0.85,9.94,185.5,18.81,73.75,83.75,4.02
2022-11-04 10:00:00,5,1732,4.23,65,203,49.5,158,184.5,11.53
2022-11-04 11:00:00,5,3224,5.92,143.5,203,79,280,332,22.04
2022-11-04 12:00:00,5,4320,3.57,224.5,124.25,89.5,349,425,25.84
2022-11-04 13:00:00,5,4912,4.58,282,19.44,83.75,354,445,26.85
2022-11-04 14:00:00,5,5232,34.75,252,0,74.25,339,437,30.4
2022-11-04 15:00:00,5,5120,53.63,189,0,65.75,321,417,34.45
2022-11-04 16:00:00,5,4112,48.25,127.25,0,47.13,249,328,31.66
2022-11-04 17:00:00,5,3520,56.75,90.25,0,31.44,208,282,27.87
2022-11-04 18:00:00,5,2960,59,71.25,0,21.44,169.5,236,24.32
2022-11-04 19:00:00,5,2264,50,61.63,0,13.22,127.5,181.5,19.25
2022-11-04 20:00:00,5,1640,31.25,52.75,0,8.34,97.75,138.5,14.31
2022-11-04 21:00:00,5,1188,12.94,42.75,0.15,6.25,81.5,113,10.64
2022-11-04 22:00:00,4,866,1.98,32.5,2.84,6.31,71.5,96,7.98
2022-11-04 23:00:00,4,754,0.25,25,7.41,6.25,68,88.75,6.46
2022-11-05 00:00:00,4,686,0.17,21.38,9.63,6.25,65,83.25,6.08
2022-11-05 01:00:00,5,647.54,0.1,22.62,16.09,6.44,59.73,76.3,8.61
2022-11-05 02:00:00,5,787.73,1.36,34.27,10.46,8.7,63.3,83.19,11.27
2022-11-05 03:00:00,5,1028.06,12.85,41.13,14.84,11.8,69.76,93.61,13.43
2022-11-05 04:00:00,5,1081.47,18.1,41.81,29.33,13.35,68.76,92.78,12.92
2022-11-05 05:00:00,5,1001.36,13.3,39.76,53.64,15.02,67.65,91.02,11.53
2022-11-05 06:00:00,5,821.11,5.81,30.85,107.29,17.17,67.41,87.73,9.63
2022-11-05 07:00:00,5,487.33,1.44,12.34,158.79,20.27,59.69,72.65,5.7
2022-11-05 08:00:00,5,423.91,0.87,8.91,178.81,21.93,62.7,74.2,4.56
2022-11-05 09:00:00,5,417.23,0.71,8.31,185.97,21.93,64.67,75.41,4.02
2022-11-05 10:00:00,5,1094.82,1.34,25.36,243.19,40.53,130.15,148.83,11.53
2022-11-05 11:00:00,5,2029.42,1.29,53.47,334.74,69.62,272.96,307.87,22.04
2022-11-05 12:00:00,5,2616.88,0.44,82.25,337.6,87.74,368.96,419.91,25.84
2022-11-05 13:00:00,5,2883.91,0.01,94.59,240.33,94.41,377.15,437.34,26.85
2022-11-05 14:00:00,5,3417.97,0,113.79,147.34,98.23,403.05,473.71,30.4
2022-11-05 15:00:00,5,3791.81,0,127.49,83.68,92.51,393.18,470.95,34.45
2022-11-05 16:00:00,5,3471.37,0,115.16,52.21,65.8,320.95,393.6,31.66
2022-11-05 17:00:00,5,2910.61,0,101.45,28.97,41.48,249.27,312.95,27.87
2022-11-05 18:00:00,5,2376.56,0.5,87.74,9.92,26.46,189.44,243.37,24.32
2022-11-05 19:00:00,5,1949.31,3.3,70.6,1.12,17.17,149.3,194.14,19.25
2022-11-05 20:00:00,5,1602.17,5.64,53.47,0.11,11.44,125.5,163.75,14.31
2022-11-05 21:00:00,5,1281.74,4.75,39.41,0.17,8.46,105.33,138.11,10.64
2022-11-05 22:00:00,5,1108.17,4.08,31.53,0.32,6.97,93.84,123.42,7.98
2022-11-05 23:00:00,5,1014.71,3.8,28.1,0.43,6.14,87.79,114.61,6.46
2022-11-06 00:00:00,5,934.6,3.69,26.39,0.54,5.72,80.59,104.41,6.08
2022-11-06 01:00:00,5,881.2,5.2,27.42,0.4,6.08,73.7,95.52,6.71
2022-11-06 02:00:00,5,1081.47,16.32,32.9,0.44,8.94,77,102.66,9.37
2022-11-06 03:00:00,5,1508.71,41.57,39.76,5.19,12.87,88.35,119.81,14.31
2022-11-06 04:00:00,5,988.01,18.33,38.73,27.54,13.71,61.66,81.75,12.92
2022-11-06 05:00:00,5,907.9,13.52,37.7,49.35,15.5,58.46,78.44,11.15
2022-11-06 06:00:00,5,761.03,6.26,31.53,100.14,18.6,59.62,78.85,8.74
2022-11-06 07:00:00,5,480.65,1.54,13.02,158.79,24.08,61.33,75.59,4.5
2022-11-06 08:00:00,5,540.73,1.01,10.97,188.83,27.66,74.13,88.58,4.81
2022-11-06 09:00:00,5,747.68,1.03,14.22,217.44,33.38,95.03,110.75,6.65
2022-11-06 10:00:00,5,1762.39,1.42,37.7,343.32,61.04,260.17,289.56,16.47
2022-11-06 11:00:00,5,2696.99,1.05,61.01,446.32,82.97,482.86,530.29,19.25
2022-11-06 12:00:00,5,3017.43,0.31,76.77,394.82,82.97,531.4,590.88,19.51
2022-11-06 13:00:00,5,3017.43,0.01,73.34,277.52,75.34,480.66,542.42,16.72
2022-11-06 14:00:00,5,3204.35,0,82.94,185.97,72.48,446.65,512.45,17.99
2022-11-06 15:00:00,5,3391.27,0,90.48,125.89,69.62,416.18,490.13,20.52
2022-11-06 16:00:00,5,3524.78,0,94.59,86.55,59.13,398.46,482.22,18.24
2022-11-06 17:00:00,5,3631.59,0,100.08,52.93,43.39,400.31,490.32,13.68
2022-11-06 18:00:00,5,3524.78,0,104.19,27.54,30.28,392.26,480.36,10.64
2022-11-06 19:00:00,5,3177.64,0.15,97.33,13.23,20.5,354.9,432.95,8.04
2022-11-06 20:00:00,5,2803.8,0.71,87.05,4.96,15.74,309.97,376.99,8.11
2022-11-06 21:00:00,5,2403.26,1.37,74.71,1.97,13.47,261.74,319.49,10.26
2022-11-06 22:00:00,5,2162.93,3.32,65.8,0.55,12.64,227.55,281.45,12.29
2022-11-06 23:00:00,5,2002.72,6.09,60.32,0.07,11.56,202.37,254.4,12.54
2022-11-07 00:00:00,5,1735.69,7.6,53.47,0.06,10.37,169.43,217.09,12.41
2022-11-07 01:00:00,5,1441.96,10.84,44.55,0.05,10.01,131.39,172.36,11.4
2022-11-07 02:00:00,5,1548.77,27.49,40.78,0.21,12.4,119.49,161.71,10.64
2022-11-07 03:00:00,5,2002.72,60.8,43.87,3.08,16.21,127.42,175.13,12.16
2022-11-07 04:00:00,5,1441.96,32.63,54.15,19.67,16.69,94.91,128.49,13.43
2022-11-07 05:00:00,5,1441.96,24.59,60.32,40.41,18.6,94.99,129.05,14.19
2022-11-07 06:00:00,5,1548.77,12.07,65.12,105.86,25.03,116.22,152.34,16.72
2022-11-07 07:00:00,5,1014.71,3.63,33.24,178.81,33.38,96.52,118.45,12.03
2022-11-07 08:00:00,5,1241.68,2.43,32.56,240.33,51.5,134.55,156.11,14.31
2022-11-07 09:00:00,5,1468.66,2.43,42.16,286.1,78.2,189.54,213.06,14.57
2022-11-07 10:00:00,5,2670.29,2.85,87.05,400.54,139.24,444.94,495.73,18.75
2022-11-07 11:00:00,5,2883.91,2.32,122.01,400.54,205.99,532.3,598.05,18.24
2022-11-07 12:00:00,5,2216.34,0.86,108.3,234.6,139.24,314.5,378.24,19.51
2022-11-07 13:00:00,5,2243.04,0.04,109.67,92.98,76.29,204.07,269.21,23.81
2022-11-07 14:00:00,5,2536.77,0.02,128.87,32.19,67.71,187.45,251.06,28.12
2022-11-07 15:00:00,5,2964.02,0.99,138.46,8.05,62.94,207.67,277.95,30.15
2022-11-07 16:00:00,5,3231.05,6.65,135.72,0.57,51.98,235.52,312.13,23.31
2022-11-07 17:00:00,5,3337.86,15.65,127.49,0,39.1,263.73,343.21,17.48
2022-11-07 18:00:00,5,3150.94,19,112.41,0,29.8,275.22,350.31,13.17
2022-11-07 19:00:00,5,2830.51,16.99,95.96,0.02,20.27,272.4,339.2,8.87
2022-11-07 20:00:00,5,2510.07,12.85,82.94,0.06,13.11,261.15,321.72,6.65
2022-11-07 21:00:00,5,2136.23,7.49,66.49,0.19,9.18,233.85,289.11,6.27
2022-11-07 22:00:00,5,1895.9,5.2,54.15,0.32,8.34,214.94,267.05,6.52
2022-11-07 23:00:00,5,1762.39,4.36,45.93,0.5,8.11,203.73,253.4,6.21
2022-11-08 00:00:00,5,1588.82,4.02,39.76,0.66,7.63,185.32,231.44,5.64
2022-11-08 01:00:00,5,1455.31,6.15,36.67,0.58,8.46,164.84,208.68,6.14
2022-11-08 02:00:00,5,1655.58,19.45,42.84,0.31,12.4,158.27,206.07,10.01
2022-11-08 03:00:00,5,2029.42,42.47,56.21,5.14,17.17,160.59,212.17,15.33
2022-11-08 04:00:00,5,1348.5,12.52,58.26,50.78,18.84,115.96,149.46,13.93
2022-11-08 05:00:00,5,1441.96,11.85,60.32,83.68,21.46,117.18,151.85,15.58
2022-11-08 06:00:00,5,1628.88,8.27,63.75,148.77,26.94,143.27,181.08,17.48
2022-11-08 07:00:00,5,934.6,3.3,33.93,197.41,36.72,109.04,131.8,10.01
2022-11-08 08:00:00,5,867.84,2.26,27.42,223.16,41.48,115.2,135.84,8.74
2022-11-08 09:00:00,5,947.95,2.01,30.16,246.05,52.93,135.05,157.33,9.5
2022-11-08 10:00:00,5,1522.06,2.82,61.01,280.38,101.09,212.12,246.07,16.09
2022-11-08 11:00:00,5,1949.31,2.85,93.22,251.77,129.7,256.8,303.95,20.27
2022-11-08 12:00:00,5,1789.09,1.27,95.96,153.06,105.86,195.16,241.2,20.77
2022-11-08 13:00:00,5,1708.98,0.03,93.22,75.82,77.25,154.62,196.29,19.51
2022-11-08 14:00:00,5,1976.01,0,100.08,40.77,66.76,160.13,204.62,22.04
2022-11-08 15:00:00,5,2269.74,0.01,102.82,26.82,62.94,177.97,227.88,25.84
2022-11-08 16:00:00,5,2536.77,0.43,108.3,13.23,52.93,195.71,252.85,25.33
2022-11-08 17:00:00,5,2777.1,5.76,113.79,1.05,40.53,214.01,278.32,23.56
2022-11-08 18:00:00,5,2696.99,13.63,104.19,0.02,29.09,214.73,277.71,19.25
2022-11-08 19:00:00,5,2403.26,15.2,91.85,0.02,19.55,203.87,260.17,13.43
2022-11-08 20:00:00,5,2189.64,12.07,80.88,0.09,13.83,196.74,246.76,10.01
2022-11-08 21:00:00,5,1949.31,6.87,69.23,0.34,11.21,188.49,233.61,8.99
2022-11-08 22:00:00,5,1895.9,5.25,61.01,0.45,11.44,188.54,231.44,9.25
2022-11-08 23:00:00,5,1949.31,5.48,56.89,0.39,12.64,196.5,239.99,9.37
2022-11-09 00:00:00,5,2029.42,7.15,54.15,0.23,14.31,205.74,249.87,9.88
2022-11-09 01:00:00,5,2082.82,12.07,52.09,0.07,16.21,209.59,255.64,11.53
2022-11-09 02:00:00,5,2429.96,32.19,52.09,1.07,20.03,222.23,276.54,15.07
2022-11-09 03:00:00,5,3044.13,70.63,58.95,6.08,25.27,241.2,304.6,20.77
2022-11-09 04:00:00,5,1789.09,25.03,65.12,36.84,28.61,161.83,198.16,16.09
2022-11-09 05:00:00,5,1922.61,20.79,77.46,65.8,31.95,172.11,211.29,17.73
2022-11-09 06:00:00,5,2082.82,13.19,85.68,127.32,37.67,201.49,244.93,18.49
2022-11-09 07:00:00,5,1241.68,4.3,44.55,200.27,52.93,167.91,193.49,9.63
2022-11-09 08:00:00,5,1028.06,2.43,30.5,234.6,51.5,157.93,178.86,8.04
2022-11-09 09:00:00,5,921.25,1.87,27.42,248.91,48.64,153.32,173.5,7.6
2022-11-09 10:00:00,5,1335.14,2.77,51.41,260.35,84.88,204.73,234.66,12.03
2022-11-09 11:00:00,5,1815.8,2.96,80.88,231.74,123.98,272.44,314.55,14.82
2022-11-09 12:00:00,5,1895.9,1.2,91.85,163.08,118.26,278.49,323.47,14.69
2022-11-09 13:00:00,5,1895.9,0.04,89.11,107.29,93.46,260.97,303.17,13.93
2022-11-09 14:00:00,5,2136.23,0,91.85,80.82,88.69,277.03,321.8,15.07
2022-11-09 15:00:00,5,2403.26,0,93.22,67.95,93.46,309.73,358.39,16.47
2022-11-09 16:00:00,5,2777.1,0.01,109.67,38.27,71.53,335.99,393.36,19
2022-11-09 17:00:00,5,3177.64,2.26,123.38,6.71,48.16,354.35,422.23,21.03
2022-11-09 18:00:00,5,3311.16,14.75,112.41,0.06,34.81,358.04,430.72,18.75
2022-11-09 19:00:00,5,3150.94,24.59,95.96,0,24.56,336.2,405.26,14.57
2022-11-09 20:00:00,5,2777.1,25.7,77.46,0,16.21,297,359.15,10.77
2022-11-09 21:00:00,5,2323.15,20.12,61.69,0,11.68,250.06,306.85,10.01
2022-11-09 22:00:00,5,1949.31,13.86,51.41,0.01,10.61,211.26,263.68,10.77
2022-11-09 23:00:00,5,1642.23,9.5,43.87,0.05,9.18,174.71,222.3,10.77
2022-11-10 00:00:00,5,1295.09,6.26,37.01,0.3,7.45,137.23,176.38,9.37
2022-11-10 01:00:00,5,947.95,3.32,30.85,1.45,7.45,102.47,129.86,9.63
2022-11-10 02:00:00,5,988.01,8.16,36.67,0.97,10.01,95.48,122.46,11.4
2022-11-10 03:00:00,5,1241.68,22.35,46.61,5.81,13.71,100.89,131.12,14.44
2022-11-10 04:00:00,5,1241.68,23.25,50.72,22.17,15.26,97.16,125.06,14.19
2022-11-10 05:00:00,5,1201.63,19.67,50.04,41.48,15.5,95.86,123.99,13.43
2022-11-10 06:00:00,5,1081.47,10.06,44.55,87.26,14.54,98.59,126.42,12.03
2022-11-10 07:00:00,5,473.98,1.12,9.77,155.93,12.04,80.58,93.58,4.02
2022-11-10 08:00:00,5,410.56,0.71,7.11,165.94,12.76,78.58,89.37,2.98
2022-11-10 09:00:00,5,417.23,0.94,10.02,167.37,18.12,75.85,85.81,3.07
2022-11-10 10:00:00,5,894.55,2.32,33.93,181.67,46.25,110.56,127.58,10.26
2022-11-10 11:00:00,5,1335.14,2.54,61.69,173.09,68.66,144.98,172.72,16.97
2022-11-10 12:00:00,5,1548.77,1.06,82.94,120.16,68.66,144.42,177.12,19.76
2022-11-10 13:00:00,5,1976.01,0.04,117.9,51.5,62.94,153.41,191.21,22.8
2022-11-10 14:00:00,5,2777.1,3.13,152.17,7.42,63.9,197.44,249.32,29.89
2022-11-10 15:00:00,5,3578.19,15.2,152.17,0.16,69.62,260.74,330.08,38
2022-11-10 16:00:00,5,4058.84,27.49,138.46,0,65.8,301.48,382.98,41.54
2022-11-10 17:00:00,5,4058.84,39.34,115.16,0,52.93,303.29,386.59,36.48
2022-11-10 18:00:00,5,3471.37,42.47,89.11,0,35.76,265.06,337.14,24.07
2022-11-10 19:00:00,5,2483.37,29.95,70.6,0,20.5,200.55,252.58,13.81
2022-11-10 20:00:00,5,1708.98,14.53,57.58,0.01,12.52,153.49,191.51,10.39
2022-11-10 21:00:00,5,1228.33,4.86,43.87,0.39,8.46,126.69,156.7,9.5
2022-11-10 22:00:00,5,961.3,1.13,32.9,2.55,7.09,112.66,137.83,8.61
2022-11-10 23:00:00,5,841.14,0.53,26.39,4.92,6.56,106.57,129.25,6.9
2022-11-11 00:00:00,5,761.03,0.54,23.65,5.99,6.14,102.79,123.51,5.7
2022-11-11 01:00:00,5,761.03,1.27,26.05,4.69,6.5,102.19,122.15,5.83
2022-11-11 02:00:00,5,961.3,8.49,35.3,2.28,9.42,109.98,133.92,8.74
2022-11-11 03:00:00,5,1268.39,24.14,43.87,6.26,12.87,120.94,148.99,12.41
2022-11-11 04:00:00,5,1228.33,20.34,48.67,22.89,14.78,120.51,145.34,13.3
2022-11-11 05:00:00,5,1361.85,19.45,52.09,42.2,18.84,132.21,160.26,14.95
2022-11-11 06:00:00,5,1495.36,11.4,54.84,92.98,24.56,156.74,188.43,16.47
2022-11-11 07:00:00,5,680.92,2.1,19.19,168.8,25.03,123.29,138.76,5
2022-11-11 08:00:00,5,594.14,1.62,17.48,185.97,25.99,122.59,136.62,3.36
2022-11-11 09:00:00,5,574.11,1.73,20.22,180.24,26.7,115.27,128.69,3.07
2022-11-11 10:00:00,5,640.87,2.1,28.1,161.65,31.47,111.08,124.74,4.37
2022-11-11 11:00:00,5,821.11,2.21,43.18,137.33,41.01,116.11,131.84,7.47
2022-11-11 12:00:00,5,1068.12,0.95,63.75,104.43,48.16,124.33,143.71,10.89
2022-11-11 13:00:00,5,1268.39,0.02,78.14,67.95,48.16,131.16,154.53,13.43
2022-11-11 14:00:00,5,1455.31,0,86.37,41.84,44.35,139.34,167.7,15.96
2022-11-11 15:00:00,5,1575.47,0,85.68,29.33,39.1,145.97,178.99,17.48
2022-11-11 16:00:00,5,1482.01,0.01,72.66,26.11,28.85,140.59,173,16.09
2022-11-11 17:00:00,5,1335.14,0,57.58,28.97,21.7,134.95,165.12,15.07
2022-11-11 18:00:00,5,1201.63,0,47.3,32.9,17.64,130.67,157.83,14.06
2022-11-11 19:00:00,5,1014.71,0,36.67,35.41,14.07,122.58,145.03,12.16
2022-11-11 20:00:00,5,841.14,0,26.39,37.91,10.25,113.96,133.38,10.77
2022-11-11 21:00:00,5,700.95,0,18.51,40.41,7.33,105.79,122.84,9.88
2022-11-11 22:00:00,5,654.22,0,16.45,35.05,5.84,102.04,118.12,9.5
2022-11-11 23:00:00,5,654.22,0,17.14,25.75,5.25,101.86,117.65,8.11
2022-11-12 00:00:00,5,654.22,0.03,18.16,18.95,5.01,101.74,117.17,6.46
2022-11-12 01:00:00,5,694.27,0.18,21.59,12.7,5.48,103.71,119.37,6.33
2022-11-12 02:00:00,5,847.82,1.77,32.56,6.26,8.11,110.14,128.65,8.99
2022-11-12 03:00:00,5,1054.76,10.28,40.44,12.7,11.44,118.73,140.21,12.16
2022-11-12 04:00:00,5,961.3,8.72,37.36,45.06,12.99,114.18,133.15,11.53
2022-11-12 05:00:00,5,907.9,6.93,32.22,74.39,12.99,113.37,133.04,10.39
2022-11-12 06:00:00,5,767.71,3.13,21.59,124.45,12.52,112.57,131.15,8.23
2022-11-12 07:00:00,5,487.33,0.78,7.88,165.94,10.97,101.86,114.99,3.55
2022-11-12 08:00:00,5,500.68,0.96,10.37,177.38,12.16,102.66,115.85,3.58
2022-11-12 09:00:00,5,540.73,1.31,15.42,181.67,15.5,100.8,114.1,4.02
2022-11-12 10:00:00,5,734.33,1.84,27.08,180.24,30.04,107.01,121.33,6.71
2022-11-12 11:00:00,5,988.01,2.07,45.93,161.65,52.45,119.27,136.81,11.02
2022-11-12 12:00:00,5,1214.98,0.84,63.06,123.02,60.56,128.11,150.73,14.95
2022-11-12 13:00:00,5,1348.5,0.01,67.17,88.69,54.36,134.94,160.67,16.97
2022-11-12 14:00:00,5,1588.82,0,70.6,65.8,49.59,152.06,182.37,19.76
2022-11-12 15:00:00,5,1789.09,0,69.92,52.93,47.21,172.24,208.21,22.04
2022-11-12 16:00:00,5,2029.42,0,74.71,32.54,38.62,188.23,230.36,22.55
2022-11-12 17:00:00,5,2056.12,0.19,78.83,14.13,27.18,185.51,230.69,19.51
2022-11-12 18:00:00,5,1708.98,0.77,69.92,7.24,17.17,156.92,195.57,13.81
2022-11-12 19:00:00,5,1228.33,0.43,53.47,9.57,9.78,123.82,151.33,9.25
2022-11-12 20:00:00,5,867.84,0.03,33.93,21.1,7.03,105.53,124.51,8.49
2022-11-12 21:00:00,5,674.25,0,20.05,33.97,6.44,98.45,112.89,9.25
2022-11-12 22:00:00,5,574.11,0,13.88,45.78,6.97,95.62,107.46,9.63
2022-11-12 23:00:00,5,560.76,0,13.19,45.06,6.62,96.52,107.77,8.87
2022-11-13 00:00:00,5,560.76,0,13.54,42.92,6.02,97.9,108.98,7.79
2022-11-13 01:00:00,5,580.79,0,15.42,40.77,5.9,98.9,110.53,7.6
2022-11-13 02:00:00,5,680.92,0.07,24.33,37.55,7.99,101.96,116.03,9.5
2022-11-13 03:00:00,5,801.09,2.74,33.24,39.7,10.85,104.16,120.21,10.64
2022-11-13 04:00:00,5,674.25,3.3,22.96,72.96,13.47,97.12,110.9,8.36
2022-11-13 05:00:00,5,580.79,2.29,15.42,104.43,14.9,93.49,106.3,6.27
2022-11-13 06:00:00,5,480.65,1.12,9,135.9,15.5,87.71,98.47,4.12
2022-11-13 07:00:00,5,377.18,0.52,4.67,147.34,13.11,72.02,79.42,2.06
2022-11-13 08:00:00,5,357.15,0.52,4.76,150.2,12.04,65.5,72.04,1.8
2022-11-13 09:00:00,5,367.16,0.57,5.83,155.93,12.16,63.18,69.54,2.01
2022-11-13 10:00:00,5,694.27,1.27,17.31,173.09,30.52,84.35,93.86,7.28
2022-11-13 11:00:00,5,1148.22,1.96,47.3,188.83,79.15,128.86,144.63,14.31
2022-11-13 12:00:00,5,1455.31,0.75,77.46,175.95,114.44,167.49,193.43,18.49
2022-11-13 13:00:00,5,1375.2,0.01,65.8,134.47,84.88,158.36,191.23,16.72
2022-11-13 14:00:00,5,1375.2,0,56.21,97.27,55.31,142.68,174.05,17.23
2022-11-13 15:00:00,5,1428.6,0,50.72,87.26,47.21,140.02,169.32,18.75
2022-11-13 16:00:00,5,1642.23,0,58.95,67.95,37.67,149.17,183.82,18.75
2022-11-13 17:00:00,5,1976.01,0,74.03,37.91,27.66,166.34,209.65,16.97
2022-11-13 18:00:00,5,2136.23,0.46,85,13.05,20.03,175.32,222.35,13.3
2022-11-13 19:00:00,5,2056.12,4.02,82.25,1.17,12.76,171.27,213.72,8.74
2022-11-13 20:00:00,5,1842.5,7.38,69.23,0.24,9.18,160.94,197.8,6.02
2022-11-13 21:00:00,5,1575.47,4.97,55.52,0.83,7.87,149.21,181.36,4.75
2022-11-13 22:00:00,5,1308.44,0.92,43.53,4.16,8.7,138.5,166.13,5.26
2022-11-13 23:00:00,5,1201.63,0.43,36.33,5.36,8.58,133.5,159.6,6.02
2022-11-14 00:00:00,5,1108.17,0.74,32.56,4.07,8.11,126.65,151.4,6.78
2022-11-14 01:00:00,5,1054.76,2.24,32.22,1.86,8.34,117.26,140.91,8.49
2022-11-14 02:00:00,5,1174.93,9.72,38.04,0.45,11.21,113.03,139.38,12.54
2022-11-14 03:00:00,5,1401.9,23.25,46.61,3.89,14.9,113.55,142.49,16.21
2022-11-14 04:00:00,5,1134.87,13.52,48.67,27.54,19.31,102.66,124.54,13.05
2022-11-14 05:00:00,5,974.66,9.05,42.5,62.23,27.66,106.9,126.77,9.63
2022-11-14 06:00:00,5,794.41,4.64,31.87,111.58,37.67,116.74,133.51,6.97
2022-11-14 07:00:00,5,654.22,1.65,16.62,165.94,37.19,128.58,140.61,3.96
2022-11-14 08:00:00,5,921.25,1.37,18.34,205.99,39.1,153.35,166.32,6.4
2022-11-14 09:00:00,5,1321.79,1.69,30.85,248.91,59.13,194.01,210.73,9.88
2022-11-14 10:00:00,5,2029.42,2.35,71.29,297.55,116.35,301.18,328.72,15.45
2022-11-14 11:00:00,5,2536.77,1.56,101.45,317.57,143.05,416.02,458.62,16.97
2022-11-14 12:00:00,5,2429.96,0.3,90.48,291.82,122.07,421.28,473.79,16.09
2022-11-14 13:00:00,5,2269.74,0,71.97,243.19,105.86,381.05,436.4,14.57
2022-11-14 14:00:00,5,2296.45,0,72.66,178.81,100.14,336.47,394.97,16.09
2022-11-14 15:00:00,5,2296.45,0,76.77,118.73,89.65,277.86,337.48,19
2022-11-14 16:00:00,5,2403.26,0,82.94,74.39,68.66,251.5,311.7,18.75
2022-11-14 17:00:00,5,2670.29,0,94.59,42.2,49.59,256.19,320.83,16.97
2022-11-14 18:00:00,5,2643.59,0.03,98.71,22.71,35.29,253.95,315.75,13.3
2022-11-14 19:00:00,5,2296.45,0.09,90.48,15.91,23.84,229.16,281.23,9.12
2022-11-14 20:00:00,5,1949.31,0.06,74.71,14.84,16.93,209.03,251.34,6.65
2022-11-14 21:00:00,5,1708.98,0.04,58.26,14.84,12.99,199.58,235.85,5.45
2022-11-14 22:00:00,5,1642.23,0.15,50.72,11.09,10.49,201.05,235.92,4.88
2022-11-14 23:00:00,5,1682.28,0.75,49.35,4.56,9.54,207.63,243.45,5.45
2022-11-15 00:00:00,5,1695.63,2.99,47.3,1.04,10.01,212.53,249.32,7.6
2022-11-15 01:00:00,5,1735.69,8.83,47.3,0.15,12.4,214.1,252.79,12.29
2022-11-15 02:00:00,5,2136.23,28.61,53.47,0.31,18.36,230,277.53,16.97
2022-11-15 03:00:00,5,2857.21,67.06,63.75,2.12,25.03,258.28,316.01,18.75
2022-11-15 04:00:00,5,1815.8,22.8,70.6,23.6,27.18,195.99,229.61,18.49
2022-11-15 05:00:00,5,1895.9,21.68,77.46,47.92,28.37,200.81,236.77,21.79
2022-11-15 06:00:00,5,2029.42,15.42,86.37,97.27,31.95,219.16,258.41,22.29
2022-11-15 07:00:00,5,1068.12,3.1,31.87,183.11,40.05,161.78,178.99,10.13
2022-11-15 08:00:00,5,1214.98,2.54,34.27,228.88,61.99,185.28,201.93,11.53
2022-11-15 09:00:00,5,1441.96,2.71,48.67,266.08,97.27,230.79,250.63,13.05
2022-11-15 10:00:00,5,2056.12,3.44,93.22,286.1,175.48,341.03,375.67,16.47
2022-11-15 11:00:00,5,2216.34,2.4,112.41,254.63,186.92,349.13,399.54,19.76
2022-11-15 12:00:00,5,1869.2,0.68,97.33,167.37,129.7,239.85,288.81,21.03
2022-11-15 13:00:00,5,1842.5,0.02,91.85,88.69,88.69,186.63,230.36,22.04
2022-11-15 14:00:00,5,2189.64,0,101.45,49.35,74.39,194.54,240.99,25.59
2022-11-15 15:00:00,5,2483.37,0,100.08,36.84,69.62,215.97,267.46,27.87
2022-11-15 16:00:00,5,2964.02,0.36,112.41,17.7,54.84,248.51,311.96,23.56
2022-11-15 17:00:00,5,3524.78,7.71,122.01,0.93,41.01,283.2,360.51,19.51
2022-11-15 18:00:00,5,3631.59,21.01,115.16,0.01,29.33,292.3,372.4,15.2
2022-11-15 19:00:00,5,3337.86,28.61,105.56,0,19.31,278.82,350.57,10.89
2022-11-15 20:00:00,5,3017.43,28.16,94.59,0,14.31,265.88,328.38,9.25
2022-11-15 21:00:00,5,2723.69,23.02,82.25,0,12.52,258.3,312.91,9.37
2022-11-15 22:00:00,5,2536.77,18.1,71.97,0,12.99,255.6,305.56,10.01
2022-11-15 23:00:00,5,2323.15,13.52,62.38,0.02,12.16,250.92,296.22,8.61
2022-11-16 00:00:00,5,2056.12,9.5,53.47,0.09,10.73,240.04,280.65,7.35
2022-11-16 01:00:00,5,1695.63,5.64,45.93,0.49,12.16,215.28,249.86,8.99
2022-11-16 02:00:00,5,1682.28,11.06,49.35,0.46,15.97,205.25,242.17,12.67
2022-11-16 03:00:00,5,1842.5,24.36,56.21,4.65,19.31,199.36,238.22,15.96
2022-11-16 04:00:00,5,1522.06,17.88,57.58,25.75,19.55,166.07,196.07,14.82
2022-11-16 05:00:00,5,1428.6,16.99,56.89,46.49,20.98,151.75,180.51,13.81
2022-11-16 06:00:00,5,1321.79,10.84,54.84,89.41,23.13,145.07,173.05,12.54
