Sr.NO,Date,Start Time,End Time,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
13837,10/6/2022,11:00:00,12:00:00,20.83,89.47,21.68,58.11,9.64,0.16,13.27
13838,10/6/2022,12:00:00,13:00:00,19.09,66.02,29.41,55.29,10.21,0.2,13.26
13839,10/6/2022,13:00:00,14:00:00,16,66.96,29.97,55.09,8.61,0.14,13.12
13840,10/6/2022,14:00:00,15:00:00,29.67,65.02,28.08,56.48,11.12,0.21,12.98
13842,10/6/2022,16:00:00,17:00:00,28,66,40.63,33.36,15.73,1.08,14.39
13843,10/6/2022,17:00:00,18:00:00,28.84,65.51,75.09,7.79,38.67,1.45,13.65
13848,10/6/2022,22:00:00,23:00:00,67,207.52,33.58,3.91,32.45,2.77,13.09
13849,10/6/2022,23:00:00,0:00:00,73,237.42,46.25,3.81,17.99,1.85,13.1
13850,10/7/2022,0:00:00,1:00:00,64.8,217,41.4,4.46,6.87,1.26,12.69
13851,10/7/2022,1:00:00,2:00:00,39.31,117.28,29.8,3.02,11.8,0.84,13.06
13852,10/7/2022,2:00:00,3:00:00,39.66,133.87,27.07,4.24,14.89,0.66,12.91
13853,10/7/2022,3:00:00,4:00:00,37.36,127,22.31,3.44,15.2,0.65,13.12
13854,10/7/2022,4:00:00,5:00:00,33,122.16,17.05,10.29,14.16,0.67,13.16
13855,10/7/2022,5:00:00,6:00:00,39.62,129.09,36.89,9.66,14.95,0.64,13.25
13856,10/7/2022,6:00:00,7:00:00,32.77,132.48,34.59,22.83,13.45,0.62,13.25
13857,10/7/2022,7:00:00,8:00:00,32,101.85,23.32,26.32,12.99,0.61,13.5
13858,10/7/2022,8:00:00,9:00:00,27.45,93.22,32.31,31.99,14.2,0.64,13.34
13859,10/7/2022,9:00:00,10:00:00,36.11,106.4,44.69,18.57,12.28,1.07,13.31
13860,10/7/2022,10:00:00,11:00:00,37.88,129.56,66.91,19.77,12.32,0.94,13.03
13861,10/7/2022,11:00:00,12:00:00,29.81,109.12,67.81,33.72,11.67,0.52,13.14
13862,10/7/2022,12:00:00,13:00:00,18.07,57,59.92,34.83,11.75,0.56,13.14
13863,10/7/2022,13:00:00,14:00:00,27.58,57,19.98,57.9,12.57,0.46,12.98
13864,10/7/2022,14:00:00,15:00:00,16.25,42.82,10.14,61.08,12.47,0.48,13.22
13865,10/7/2022,15:00:00,16:00:00,14.12,32,14.96,58.5,22.22,0.64,7.92
13866,10/7/2022,16:00:00,17:00:00,10,30.88,49.56,35.28,8.17,0.51,14.95
13867,10/7/2022,17:00:00,18:00:00,10.88,24.9,55.93,35.93,9.29,0.53,14.75
13868,10/7/2022,18:00:00,19:00:00,12.82,21.27,58.19,23.5,11.6,0.9,14.84
13869,10/7/2022,19:00:00,20:00:00,12.09,34.95,57.37,25.09,10.04,1.06,14.79
13870,10/7/2022,20:00:00,21:00:00,7.59,31.98,63.03,26.7,10.46,1.02,14.87
13871,10/7/2022,21:00:00,22:00:00,9.73,31.12,55.22,17.7,10.53,1.12,14.83
13872,10/7/2022,22:00:00,23:00:00,10,38.13,62.77,14.48,10.2,1.11,14.85
13873,10/7/2022,23:00:00,0:00:00,14.55,43.95,51.29,37.14,9.25,0.66,14.94
13874,10/8/2022,0:00:00,1:00:00,15,40,72.5,28.61,9.73,0.64,14.65
13875,10/8/2022,1:00:00,2:00:00,9,27.03,55.56,36.16,8.17,0.63,15.05
13876,10/8/2022,2:00:00,3:00:00,6.27,28.92,45.55,36.28,10.77,0.46,14.84
13877,10/8/2022,3:00:00,4:00:00,9,24.98,38.37,47,10.62,0.23,14.69
13878,10/8/2022,4:00:00,5:00:00,6.27,23.9,41.24,43.47,8.32,0.21,14.74
13879,10/8/2022,5:00:00,6:00:00,8.46,17.18,54.81,39.53,8.97,0.23,15.03
13880,10/8/2022,6:00:00,7:00:00,7.18,23.93,47.61,42.01,9.27,0.38,14.92
13881,10/8/2022,7:00:00,8:00:00,7.91,19.93,52,36.05,9.14,0.47,14.63
13882,10/8/2022,8:00:00,9:00:00,9,16.23,45,32.59,10.04,0.69,14.98
13883,10/8/2022,9:00:00,10:00:00,9,25,54.65,25.21,11.73,0.84,14.61
13885,10/8/2022,11:00:00,12:00:00,9,25,27.41,53.5,63.4,1.38,14.09
13886,10/8/2022,12:00:00,13:00:00,12.22,40.4,20.76,57.47,50.56,0.55,14.58
13887,10/8/2022,13:00:00,14:00:00,13.07,49,5.63,64.87,126.28,0.29,14.92
13888,10/8/2022,14:00:00,15:00:00,14.1,49,10.43,56.62,38.01,0.35,14.79
13889,10/8/2022,15:00:00,16:00:00,15,47.14,32.85,45.55,2.45,0.31,14.78
13890,10/8/2022,16:00:00,17:00:00,15.88,54,32.57,45.45,10.37,0.27,14.87
13891,10/8/2022,17:00:00,18:00:00,13.26,40.39,39.13,31.34,5.37,0.62,14.79
13892,10/8/2022,18:00:00,19:00:00,20.28,59.55,40.25,27.19,7.65,0.77,14.83
13893,10/8/2022,19:00:00,20:00:00,13.95,37.64,44.45,15.32,7.78,0.78,14.96
13894,10/8/2022,20:00:00,21:00:00,17.55,65.85,43.95,32.29,6.21,0.52,14.93
13895,10/8/2022,21:00:00,22:00:00,13.59,57.6,45.32,20.05,4.96,0.87,14.97
13896,10/8/2022,22:00:00,23:00:00,22,80.12,35.16,18.5,5.37,1.18,14.92
13897,10/8/2022,23:00:00,0:00:00,27.47,85.58,42.46,25.94,1,0.99,14.82
13898,10/9/2022,0:00:00,1:00:00,22.73,61,33.86,28.3,9.29,0.83,14.85
13899,10/9/2022,1:00:00,2:00:00,15.62,61.22,27.44,26.94,3.01,0.92,14.92
13900,10/9/2022,2:00:00,3:00:00,19.53,73.88,33.77,32.16,0.15,0.87,14.76
13901,10/9/2022,3:00:00,4:00:00,20,67.8,35.38,18.41,6.45,1.33,14.81
13902,10/9/2022,4:00:00,5:00:00,21.82,90.82,50.87,20.54,4,1.07,14.94
13903,10/9/2022,5:00:00,6:00:00,18.49,80,36.2,12.82,2.64,1.12,14.9
13904,10/9/2022,6:00:00,7:00:00,19,82.97,33.42,22.26,0.71,0.99,14.87
13905,10/9/2022,7:00:00,8:00:00,24.47,81.18,39.47,22.48,12.08,1.33,14.87
13906,10/9/2022,8:00:00,9:00:00,26.63,91.62,29.51,31.4,6.28,1.25,14.9
13907,10/9/2022,9:00:00,10:00:00,12.42,74.75,28.34,40.44,5.54,0.73,14.95
13908,10/9/2022,10:00:00,11:00:00,11.91,59.83,23.44,44.31,4.53,0.47,14.89
13909,10/9/2022,11:00:00,12:00:00,13,51.16,26.21,51.59,2.87,0.3,14.84
13910,10/9/2022,12:00:00,13:00:00,10.28,54.9,39.78,43.78,8.79,0.27,14.64
13911,10/9/2022,13:00:00,14:00:00,9.12,49,35.67,48.54,1.29,0.27,14.97
13912,10/9/2022,14:00:00,15:00:00,11,45.1,42,42.33,1.75,0.3,15.03
13913,10/9/2022,15:00:00,16:00:00,11.91,51.03,49.25,37.94,7.25,0.29,14.96
13914,10/9/2022,16:00:00,17:00:00,12.88,53,40.48,44.84,1.88,0.27,14.73
13915,10/9/2022,17:00:00,18:00:00,10,53.9,29.01,54.42,7.18,0.29,14.82
13916,10/9/2022,18:00:00,19:00:00,10.91,50.13,30.06,51.9,6.81,0.47,15
13917,10/9/2022,19:00:00,20:00:00,10.12,58,35.72,39.4,7.18,0.76,14.84
13918,10/9/2022,20:00:00,21:00:00,18,73.12,37,26.97,3.38,1.11,15.06
13919,10/9/2022,21:00:00,22:00:00,14.36,80.37,35.37,21.11,3.83,1.42,14.87
13920,10/9/2022,22:00:00,23:00:00,21.93,99,24.9,13.2,8.62,1.59,15.12
13921,10/9/2022,23:00:00,0:00:00,34,119.84,17.09,47.38,5.71,0.79,15.47
13922,10/10/2022,0:00:00,1:00:00,24.01,86.25,25.09,25.55,0.35,1.03,15.25
13923,10/10/2022,1:00:00,2:00:00,23.91,98.45,14.29,52.08,4.81,0.57,15.51
13924,10/10/2022,2:00:00,3:00:00,22,71.29,10.27,59.12,1.1,0.48,16.38
13925,10/10/2022,3:00:00,4:00:00,22,81.77,7.83,51.1,2.19,0.47,15.87
13926,10/10/2022,4:00:00,5:00:00,18.36,68.82,21.24,14.35,2.86,0.76,15.38
13927,10/10/2022,5:00:00,6:00:00,23,109,21.38,32.65,3.5,0.67,14.96
13928,10/10/2022,6:00:00,7:00:00,23,84.88,18.11,44.79,1.88,0.61,15.75
13929,10/10/2022,7:00:00,8:00:00,20.27,79.53,15.35,37.06,5.05,0.93,15.21
13930,10/10/2022,8:00:00,9:00:00,27.61,105.92,23.34,47.2,9.96,0.64,15.1
13931,10/10/2022,9:00:00,10:00:00,29.91,102.81,25.16,50.53,5.72,0.53,14.89
13932,10/10/2022,10:00:00,11:00:00,17.66,93,29.52,54.87,8.81,0.51,14.92
13933,10/10/2022,11:00:00,12:00:00,28,103.84,26.01,50.87,9.78,0.39,15
13934,10/10/2022,12:00:00,13:00:00,20,79.04,26.9,52.09,13.32,0.29,14.88
13935,10/10/2022,13:00:00,14:00:00,20,81.3,26.86,64.33,5.9,0.4,14.73
13936,10/10/2022,14:00:00,15:00:00,33.88,99,27.36,64.18,6.64,0.22,15.01
13937,10/10/2022,15:00:00,16:00:00,24.25,66.83,28.19,64.43,6.24,0.13,14.9
13938,10/10/2022,16:00:00,17:00:00,16.62,57.23,28.66,63.82,2,0.23,14.84
13939,10/10/2022,17:00:00,18:00:00,20.9,69,25.02,99.49,3.52,0.17,14.88
13940,10/10/2022,18:00:00,19:00:00,18,67.23,32.02,54.11,5.7,0.46,14.73
13941,10/10/2022,19:00:00,20:00:00,19.82,81,30.96,52.41,1.33,0.61,14.81
13942,10/10/2022,20:00:00,21:00:00,19.09,81.25,30.2,47.78,0.86,0.58,15.61
13943,10/10/2022,21:00:00,22:00:00,21,96.71,25.95,32.41,3.75,0.97,15.29
13944,10/10/2022,22:00:00,23:00:00,32.81,127.07,23.74,47.95,1.59,0.49,15.71
13945,10/10/2022,23:00:00,0:00:00,23.1,80.32,18.49,52.61,3.35,0.49,15.53
13946,10/11/2022,0:00:00,1:00:00,28,99.49,13.83,30.87,2.91,0.93,15.38
13947,10/11/2022,1:00:00,2:00:00,30.73,118.72,8.76,30.68,5.13,0.98,16.04
13948,10/11/2022,2:00:00,3:00:00,38.27,155.25,12.73,30.73,4.12,0.94,15.97
13949,10/11/2022,3:00:00,4:00:00,40.92,167.11,21.64,45.16,8.45,0.83,17.09
13950,10/11/2022,4:00:00,5:00:00,37.46,143.93,7.21,54.89,4.92,0.54,16.46
13951,10/11/2022,5:00:00,6:00:00,27.01,90.95,12.09,45.78,5.46,0.71,14.97
13952,10/11/2022,6:00:00,7:00:00,30.09,139,11.5,41.41,7.08,0.7,14.94
13953,10/11/2022,7:00:00,8:00:00,27,97.85,19,50.14,2.35,0.29,14.91
13954,10/11/2022,8:00:00,9:00:00,22.46,89.29,11.05,49.96,7.32,0.39,14.72
13955,10/11/2022,9:00:00,10:00:00,29.27,103.65,8.99,52.52,1.23,0.37,15.02
13956,10/11/2022,10:00:00,11:00:00,23,86.59,10.9,61.61,5.42,0.32,14.98
13957,10/11/2022,11:00:00,12:00:00,27.94,101,11.25,65.02,6.33,0.28,14.78
13958,10/11/2022,12:00:00,13:00:00,27,92.09,17.51,45.58,11.92,0.29,14.84
13959,10/11/2022,13:00:00,14:00:00,21.53,104.73,23.61,43.84,10.68,0.29,14.92
13960,10/11/2022,14:00:00,15:00:00,26.43,90.73,20.01,39.4,2.47,0.22,14.96
13961,10/11/2022,15:00:00,16:00:00,28,77,24.93,3.17,36.73,0.55,14.63
13962,10/11/2022,16:00:00,17:00:00,23.74,85.36,28.97,28.81,20.71,0.32,14.85
13963,10/11/2022,17:00:00,18:00:00,19,69,51.7,23.79,16.99,0.37,14.87
13981,10/12/2022,11:00:00,12:00:00,16,45.32,45.6,0.06,24.2,0.28,14.76
13982,10/12/2022,12:00:00,13:00:00,16,63.51,29.9,0.06,3.98,0.18,14.98
13983,10/12/2022,13:00:00,14:00:00,19.63,45.47,43.46,0.06,2.68,0.3,14.8
13984,10/12/2022,14:00:00,15:00:00,20.88,73.05,44.63,0.06,3.75,0.32,14.65
13985,10/12/2022,15:00:00,16:00:00,22.82,74.52,25.74,0.06,3.93,0.11,15.04
13986,10/12/2022,16:00:00,17:00:00,10.76,45.79,29.7,0.06,3.7,0.14,15.37
13987,10/12/2022,17:00:00,18:00:00,10.81,38.39,36.05,0.06,1.65,0.68,15.35
13988,10/12/2022,18:00:00,19:00:00,18,58.8,55.49,0.06,5.6,1.61,15.17
13989,10/12/2022,19:00:00,20:00:00,26.78,94,41.63,0.06,4.03,1.34,15.13
13990,10/12/2022,20:00:00,21:00:00,27.09,121.81,39.85,0.06,3.37,0.54,15.21
13991,10/12/2022,21:00:00,22:00:00,18.26,62.16,37.34,0.06,2.86,0.63,15.34
13992,10/12/2022,22:00:00,23:00:00,23.36,68.62,45.24,0.06,7.29,0.96,14.93
13993,10/12/2022,23:00:00,0:00:00,20,99.76,30.51,0.06,5.98,0.85,15.21
13994,10/13/2022,0:00:00,1:00:00,25.24,90.27,23.97,0.06,12.44,1.41,15.03
13995,10/13/2022,1:00:00,2:00:00,35.08,136.82,29.7,0.06,11.42,0.8,15.49
13996,10/13/2022,2:00:00,3:00:00,19,84.69,18.68,0.06,15.23,0.51,15.27
13997,10/13/2022,3:00:00,4:00:00,21.62,73,18.93,0.06,15.25,0.81,15.16
13998,10/13/2022,4:00:00,5:00:00,30.18,126.32,12.44,0.06,12.43,0.68,15.22
13999,10/13/2022,5:00:00,6:00:00,24.64,92.6,16.67,0.06,10.34,0.81,15.18
14000,10/13/2022,6:00:00,7:00:00,30,121.83,18.4,0.06,9.12,0.49,14.62
14001,10/13/2022,7:00:00,8:00:00,22.75,78.1,13.51,0.06,4.98,0.52,15.24
14002,10/13/2022,8:00:00,9:00:00,19.37,82.12,12.48,0.06,2.93,0.28,15.13
14003,10/13/2022,9:00:00,10:00:00,12.66,49.43,16.18,0.06,3.1,0.4,15.08
14004,10/13/2022,10:00:00,11:00:00,23.41,71,22.28,0.06,3.21,0.54,14.86
14005,10/13/2022,11:00:00,12:00:00,29,98.17,33.3,0.06,14.07,0.66,15.01
14006,10/13/2022,12:00:00,13:00:00,24.61,108,22.89,0.06,9.48,0.22,14.89
14007,10/13/2022,13:00:00,14:00:00,31.27,89.22,41.43,0.06,5.25,0.36,14.89
14008,10/13/2022,14:00:00,15:00:00,28.5,102,44.65,0.29,0.21,0.2,15.18
14009,10/13/2022,15:00:00,16:00:00,18.01,38.9,62.75,0.34,3.96,0.39,14.9
14010,10/13/2022,16:00:00,17:00:00,14.37,34,51.43,0.37,24.31,0.62,15.02
14011,10/13/2022,17:00:00,18:00:00,21.27,60.2,42.48,0.44,1.82,0.7,15.03
14012,10/13/2022,18:00:00,19:00:00,19.28,68.72,31.58,0.97,5.71,0.59,15
14013,10/13/2022,19:00:00,20:00:00,18.12,55.44,24.81,0.5,4.42,0.58,15.34
14014,10/13/2022,20:00:00,21:00:00,17.09,75.1,34.22,0.21,7.17,0.92,15.1
14015,10/13/2022,21:00:00,22:00:00,18.75,80,31.34,0.56,5.39,0.46,14.84
14016,10/13/2022,22:00:00,23:00:00,13,53,22.23,0.42,0.68,0.31,15.16
14017,10/13/2022,23:00:00,0:00:00,16.62,54.44,39.48,0.4,4,0.83,14.62
14018,10/14/2022,0:00:00,1:00:00,30.79,126.59,34.36,0.46,10.54,0.73,15.19
14019,10/14/2022,1:00:00,2:00:00,31.28,112.2,25.09,0.43,4.35,0.6,15.75
14020,10/14/2022,2:00:00,3:00:00,19.59,72,23.6,0.43,11.57,0.55,15.18
14021,10/14/2022,3:00:00,4:00:00,18,79.14,27.76,0.44,11.83,0.41,15.48
14022,10/14/2022,4:00:00,5:00:00,22.54,86.06,30.85,0.43,10.64,0.44,15.47
14023,10/14/2022,5:00:00,6:00:00,24.76,89.12,30.32,0.43,16.4,0.58,15.19
14024,10/14/2022,6:00:00,7:00:00,23.16,92.78,21.46,0.38,9.77,0.52,15.25
14025,10/14/2022,7:00:00,8:00:00,23,81.53,19.17,0.37,4.16,1.01,14.62
14026,10/14/2022,8:00:00,9:00:00,36.62,138.65,26.94,0.35,5.12,0.92,14.99
14027,10/14/2022,9:00:00,10:00:00,30.65,121,24.62,0.28,1.75,0.44,15.29
14028,10/14/2022,10:00:00,11:00:00,29,84,23.42,0.22,16.82,0.48,16.76
14029,10/14/2022,11:00:00,12:00:00,30.4,99.57,42.07,0.24,27.88,0.45,15.33
14030,10/14/2022,12:00:00,13:00:00,25,77.48,43.3,0.22,18.63,0.51,14.9
14031,10/14/2022,13:00:00,14:00:00,30.44,102.05,48.5,0.06,3.43,0.46,14.91
14032,10/14/2022,14:00:00,15:00:00,31,103.14,34.71,0.2,5.7,0.13,14.75
14033,10/14/2022,15:00:00,16:00:00,30.12,70.67,21.99,0.31,0.22,0.16,14.81
14034,10/14/2022,16:00:00,17:00:00,25,59.62,35.58,0.19,3.73,0.17,15.05
14035,10/14/2022,17:00:00,18:00:00,21.37,42.87,47.78,0.22,6.09,0.36,14.76
14036,10/14/2022,18:00:00,19:00:00,18.38,35.9,53.88,0.17,6.43,0.63,15.08
14037,10/14/2022,19:00:00,20:00:00,9.82,31.98,57.39,0.19,2.23,0.52,14.8
14038,10/14/2022,20:00:00,21:00:00,7.25,31,51.43,0.19,4.67,1.15,14.88
14039,10/14/2022,21:00:00,22:00:00,11.54,41.92,57.02,0.18,0.62,1.14,15.1
14040,10/14/2022,22:00:00,23:00:00,13.76,38.36,53.44,0.19,6.68,0.6,15.2
14041,10/14/2022,23:00:00,0:00:00,17.62,50.02,42.13,0.19,0.37,0.51,15.59
14042,10/15/2022,0:00:00,1:00:00,13,51.39,39.77,0.19,6.07,0.99,14.88
14043,10/15/2022,1:00:00,2:00:00,18.43,65.74,25.14,0.19,2.67,0.69,16.02
14044,10/15/2022,2:00:00,3:00:00,17,53.6,32.72,0.19,9.02,0.72,15.33
14045,10/15/2022,3:00:00,4:00:00,20.62,75.87,40.3,0.49,19.69,0.55,15.05
14046,10/15/2022,4:00:00,5:00:00,22.75,70.26,30.64,0.57,4.8,0.57,15.13
14047,10/15/2022,5:00:00,6:00:00,23.91,79.65,32.25,0.66,10.39,0.43,14.9
14048,10/15/2022,6:00:00,7:00:00,17.88,62,26.75,0.78,2.69,0.53,15.08
14049,10/15/2022,7:00:00,8:00:00,26.08,96.71,22.75,1.4,8.57,0.5,15.13
14050,10/15/2022,8:00:00,9:00:00,24.27,81.69,17.36,0.95,8.35,0.3,15.1
14051,10/15/2022,9:00:00,10:00:00,19.63,66.18,17.4,0.87,4.36,0.31,14.97
14052,10/15/2022,10:00:00,11:00:00,18.09,73.31,22.78,0.89,5.23,0.41,15.02
14053,10/15/2022,11:00:00,12:00:00,25.27,87,38.09,0.77,18.43,0.32,15.06
14054,10/15/2022,12:00:00,13:00:00,24,87,44.47,0.72,7.64,0.27,14.56
14055,10/15/2022,13:00:00,14:00:00,21.28,67.92,38.74,0.36,1.27,0.31,14.81
14056,10/15/2022,14:00:00,15:00:00,21.88,63.87,25.53,0.62,7.57,0.22,14.86
14057,10/15/2022,15:00:00,16:00:00,17.47,59,30.57,0.57,1.46,0.25,14.94
14058,10/15/2022,16:00:00,17:00:00,17,60.11,30.75,0.51,3.29,0.19,15.05
14059,10/15/2022,17:00:00,18:00:00,20.5,116,25.04,0.57,14.99,0.14,15.07
14060,10/15/2022,18:00:00,19:00:00,18.28,58.45,32.94,0.55,10.06,0.26,15.06
14061,10/15/2022,19:00:00,20:00:00,17.09,78.07,44.23,0.54,10.43,0.39,15
14062,10/15/2022,20:00:00,21:00:00,18.75,81,53.69,0.55,12.69,0.59,14.99
14063,10/15/2022,21:00:00,22:00:00,25.36,98.71,70.61,0.55,19.95,2.05,14.91
14064,10/15/2022,22:00:00,23:00:00,40.86,177.59,69.89,0.55,19.36,2.69,14.98
14065,10/15/2022,23:00:00,0:00:00,56.79,295,68.83,0.55,26.18,2.24,15.12
14066,10/16/2022,0:00:00,1:00:00,44.65,181.89,49.23,0.55,15.38,0.94,15.19
14067,10/16/2022,1:00:00,2:00:00,40.38,176.12,56.96,0.55,12.23,0.68,15.09
14068,10/16/2022,2:00:00,3:00:00,37.38,143.91,68.14,0.55,13,0.82,15.01
14069,10/16/2022,3:00:00,4:00:00,44.24,175.75,39.22,0.55,15.88,0.62,15.63
14070,10/16/2022,4:00:00,5:00:00,30.08,120.23,39.22,0.55,14.27,0.47,15.13
14071,10/16/2022,5:00:00,6:00:00,27.13,95,43.9,0.55,17.86,0.45,14.96
14072,10/16/2022,6:00:00,7:00:00,31.53,118.27,57.14,0.55,11.58,0.52,14.97
14073,10/16/2022,7:00:00,8:00:00,38.99,130.03,53.64,0.49,11.27,0.6,14.87
14074,10/16/2022,8:00:00,9:00:00,40,131,47.67,0.48,19.17,0.53,15.01
14075,10/16/2022,9:00:00,10:00:00,21,96.35,29.53,0.46,4.47,0.37,15.06
14076,10/16/2022,10:00:00,11:00:00,18.56,75,18.36,0.44,11.63,0.32,15.13
14077,10/16/2022,11:00:00,12:00:00,13.47,77.78,35.17,0.33,18.74,0.45,14.99
14078,10/16/2022,12:00:00,13:00:00,18.24,67.82,39.38,0.41,14.99,0.35,15.03
14079,10/16/2022,13:00:00,14:00:00,15.52,61,44.93,0.39,7.33,0.23,14.89
14080,10/16/2022,14:00:00,15:00:00,17.71,56.05,43.55,0.38,10.94,0.3,14.99
14081,10/16/2022,15:00:00,16:00:00,16.38,57.91,32.08,0.4,7.84,0.23,14.82
14082,10/16/2022,16:00:00,17:00:00,19.62,55.07,26.88,0.61,9.68,0.24,15.17
14083,10/16/2022,17:00:00,18:00:00,17,58.18,12.81,0.66,11.13,0.15,15.31
14084,10/16/2022,18:00:00,19:00:00,17.91,64.38,22.99,0.73,15.43,0.26,15.16
14085,10/16/2022,19:00:00,20:00:00,19,83.31,53.56,0.82,11.82,1.64,14.9
14086,10/16/2022,20:00:00,21:00:00,37.36,169.71,49.98,1.27,14.61,1.1,15.15
14087,10/16/2022,21:00:00,22:00:00,40,158.05,54.78,0.94,10.45,0.71,15.37
14088,10/16/2022,22:00:00,23:00:00,30,116,40.47,1.01,11.22,0.6,15.04
14099,10/17/2022,9:00:00,10:00:00,29,105.06,39.37,11.82,19.08,0.5,14.54
14100,10/17/2022,10:00:00,11:00:00,24.97,85,40.28,12.31,13.59,0.65,15
14101,10/17/2022,11:00:00,12:00:00,20.52,79,49.3,12.61,14.62,0.55,14.74
14102,10/17/2022,12:00:00,13:00:00,21.81,87.04,45.77,13.08,17.33,0.29,14.95
14103,10/17/2022,13:00:00,14:00:00,22,89,81.57,14.2,1.54,0.39,14.8
14104,10/17/2022,14:00:00,15:00:00,20,99.2,73.86,14.92,32.39,1,14.87
14105,10/17/2022,15:00:00,16:00:00,22.44,91,63,12.61,15.69,0.7,14.66
14106,10/17/2022,16:00:00,17:00:00,23,91,38.81,12.58,18.27,0.82,15.05
14107,10/17/2022,17:00:00,18:00:00,24.05,94.74,55.83,12.83,30.85,0.68,15.06
14108,10/17/2022,18:00:00,19:00:00,10,67,56.06,11.16,24.38,0.62,14.96
14109,10/17/2022,19:00:00,20:00:00,17.83,63,39.89,9.96,12.52,0.52,15.11
14110,10/17/2022,20:00:00,21:00:00,27.74,75,55.79,8.83,10.51,1.44,14.83
14111,10/17/2022,21:00:00,22:00:00,47.36,177,43.73,6.83,4.48,1.1,14.97
14112,10/17/2022,22:00:00,23:00:00,33.39,149,45.69,7.04,14.92,0.75,14.91
14113,10/17/2022,23:00:00,0:00:00,27.52,104,44.89,7.54,13.1,0.75,14.77
14114,10/18/2022,0:00:00,1:00:00,27.87,116,22.42,7.2,12.14,0.35,15.89
14115,10/18/2022,1:00:00,2:00:00,23.47,80.16,34.1,9.62,15.66,0.6,15.41
14116,10/18/2022,2:00:00,3:00:00,32,129.71,37.79,8.34,11.31,0.56,15.17
14117,10/18/2022,3:00:00,4:00:00,17,72.79,31.35,8.64,11.77,0.39,15.56
14118,10/18/2022,4:00:00,5:00:00,17,66.77,29.97,8.63,14.84,0.44,15
14119,10/18/2022,5:00:00,6:00:00,25.15,91.74,19.54,8.97,8.87,0.44,15.46
14120,10/18/2022,6:00:00,7:00:00,20.78,80.19,10.37,8.75,15.53,0.83,15.63
14121,10/18/2022,7:00:00,8:00:00,30.44,117.7,15.77,9.4,17.78,0.34,15.33
14122,10/18/2022,8:00:00,9:00:00,18.94,76.1,24.83,10.67,20.37,0.89,15.22
14123,10/18/2022,9:00:00,10:00:00,31.86,112.93,50.58,11.82,21.02,0.89,14.8
14124,10/18/2022,10:00:00,11:00:00,33.2,148,57.34,12.31,20.01,0.69,15.22
14125,10/18/2022,11:00:00,12:00:00,29.6,117.84,63.41,12.61,15.56,0.73,14.79
14126,10/18/2022,12:00:00,13:00:00,33.52,110.95,55.23,13.08,14.94,1.06,14.76
14127,10/18/2022,13:00:00,14:00:00,26.17,108.91,45.18,14.2,10.91,0.9,15
14128,10/18/2022,14:00:00,15:00:00,29.37,106,51.64,14.92,10.11,0.87,14.82
14129,10/18/2022,15:00:00,16:00:00,22.78,94.44,52.03,12.61,12.59,0.32,14.98
14130,10/18/2022,16:00:00,17:00:00,15.04,69.46,40.97,12.58,11.64,0.38,15.34
14131,10/18/2022,17:00:00,18:00:00,16.71,49.91,51.23,12.83,14.95,0.58,14.96
14132,10/18/2022,18:00:00,19:00:00,17,90.89,55.34,11.16,15.19,0.92,14.64
14133,10/18/2022,19:00:00,20:00:00,25.7,120.12,57.68,9.96,13.85,1.08,14.83
14134,10/18/2022,20:00:00,21:00:00,31.37,124,60.44,8.83,13.23,1.03,14.97
14135,10/18/2022,21:00:00,22:00:00,25.68,107.18,43.16,6.83,8.68,1.36,14.81
14136,10/18/2022,22:00:00,23:00:00,28,114.97,38.76,7.04,13.26,1.41,14.83
14137,10/18/2022,23:00:00,0:00:00,22.36,114.47,35.44,7.54,12.07,1.31,15.18
14138,10/19/2022,0:00:00,1:00:00,30.57,131.82,29.45,7.2,15.31,0.79,15.49
14139,10/19/2022,1:00:00,2:00:00,29.39,125.59,26.59,9.62,14.78,0.64,15.54
14140,10/19/2022,2:00:00,3:00:00,31.61,112,27.85,8.34,15.14,0.72,14.88
14141,10/19/2022,3:00:00,4:00:00,30.2,111.38,28.11,8.64,10.74,0.6,15.19
14142,10/19/2022,4:00:00,5:00:00,22.78,86.53,23.33,8.63,14.96,0.51,15.04
14143,10/19/2022,5:00:00,6:00:00,17,65.61,35.78,8.97,3.44,0.34,15.29
14144,10/19/2022,6:00:00,7:00:00,17.87,54.39,17.71,8.75,15.06,0.91,15.36
14145,10/19/2022,7:00:00,8:00:00,24.96,98.99,20.5,9.4,21.16,0.56,15.81
14146,10/19/2022,8:00:00,9:00:00,13.76,66,16.23,10.67,10.64,0.39,15.5
14147,10/19/2022,9:00:00,10:00:00,13.74,55,26.25,0.26,18.84,0.52,15.21
14148,10/19/2022,10:00:00,11:00:00,12.26,60,27.56,0.26,15.23,0.42,14.7
14149,10/19/2022,11:00:00,12:00:00,18.32,64.33,35.98,0.26,13.81,0.34,14.92
14150,10/19/2022,12:00:00,13:00:00,23,78.75,24.98,0.26,15.1,0.27,14.74
14151,10/19/2022,13:00:00,14:00:00,21.26,68.62,30.06,0.26,17.6,0.36,14.56
14152,10/19/2022,14:00:00,15:00:00,26.42,89.4,45.45,0.26,4.71,0.63,14.8
14153,10/19/2022,15:00:00,16:00:00,27,107,35.49,0.26,18.75,0.62,14.75
